"ID","imdbID","Title","Year","Rating","Runtime","Genre","Released","Director","Writer","Cast","Metacritic","imdbRating","imdbVotes","Language","Country","Awards","lastUpdated","Oscars"
1292645,"tt1292645","Convention",2009,NA,95,"Documentary","2009-06-01","AJ Schnack",NA,"Katherine Archuleta, Chantal Unfug, Guillermo Vidal, John Hickenlooper",NA,4.3,50,"English","USA",NA,"2014-02-21 01:04:10.633000000",0
1292648,"tt1292648","Plastic Planet",2009,NA,95,"Documentary","2009-09-18","Werner Boote","Werner Boote (screenplay)","Werner Boote, John Taylor, Peter Lieberzeit, Marques Brown",55,7.3,675,"English, German, Italian, Dutch, French, Japanese","Austria, Germany","1 win.","2014-03-18 00:07:09.370000000",0
1292652,"tt1292652","Hard Times",2009,"R",93,"Comedy, Drama","2010-02-05","Tom Reeve","Michael O'Mahony","John Lynch, Cornelius Clarke, Lochlainn O'Mearain, Cian Barry",NA,5.9,1145,"English","UK",NA,"2014-03-04 01:04:21.333000000",0
1293751,"tt1293751","Casting By",2012,NA,89,"Documentary","2013-11-01","Tom Donahue",NA,"Jeff Bridges, Robert De Niro, Robert Duvall, Clint Eastwood",70,7.6,438,"English","USA","1 win.","2014-03-23 00:44:38.097000000",0
1293842,"tt1293842","The Winning Season",2009,"PG-13",104,"Comedy, Sport","2009-01-19","James C. Strouse","James C. Strouse","Sam Rockwell, Emma Roberts, Rob Corddry, Emily Rios",53,6.7,3346,"English","USA",NA,"2014-03-16 00:18:46.847000000",0
1294161,"tt1294161","The Exploding Girl",2009,"Unrated",79,"Drama","2010-05-06","Bradley Rust Gray","Bradley Rust Gray","Zoe Kazan, Mark Rendall, Maryann Urbano, Hunter Canning",69,6.4,1103,"English","USA","2 wins & 1 nomination.","2014-04-01 00:13:07.737000000",0
1294164,"tt1294164","Fuel",2008,"Not Rated",112,"Documentary","2009-09-18","Joshua Tickell","Johnny O'Hara","Joshua Tickell, Barbara Boxer, Richard Branson, George W. Bush",50,7.5,528,"English","USA","1 nomination.","2014-03-20 01:58:53.650000000",0
1294196,"tt0437405","Paper Man",2009,"R",110,"Comedy, Drama","2009-06-15","Kieran Mulroney, Michele Mulroney","Michele Mulroney, Kieran Mulroney","Lisa Kudrow, Jeff Daniels, Ryan Reynolds, Emma Stone",37,6.6,12228,"English","USA",NA,"2013-12-22 00:00:00",0
1294213,"tt1294213","Solitary Man",2009,"R",90,"Comedy, Drama, Romance","2010-06-02","Brian Koppelman, David Levien","Brian Koppelman","Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker",69,6.4,11101,"English, Spanish","USA","1 win & 2 nominations.","2014-03-13 00:24:51.870000000",0
1294226,"tt1294226","The Last Song",2010,"PG",107,"Drama, Romance","2010-03-31","Julie Anne Robinson","Nicholas Sparks (screenplay), Jeff Van Wie (screenplay), Nicholas Sparks (book)","Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth",33,5.6,38988,"English","USA","4 wins & 8 nominations.","2014-03-27 00:03:01.937000000",0
1294688,"tt1294688","Last Night",2010,"R",93,"Drama, Romance","2011-02-16","Massy Tadjedin","Massy Tadjedin","Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes",50,6.6,29924,"English","USA, France","4 nominations.","2014-03-27 00:34:12.310000000",0
1294790,"tt1294790","The End of America",2008,NA,0,"Documentary","2008-12-03","Ricki Stern, Anne Sundberg","Michelle Ngo (collaborating writer), Patricia Sunshine (collaborating writer), Naomi Wolf (book)","David Antoon, Vincent Cannistraro, James Cullen, Amy Goodman",NA,7.4,693,"English","USA",NA,"2014-03-30 04:43:12.877000000",0
1295068,"tt1295068","Prodigal Sons",2008,"Not Rated",86,"Documentary","2008-08-29","Kimberly Reed",NA,"Kimberly Reed, Carol McKerrow, Marc McKerrow, Claire Jones",74,7.2,543,"English","USA","7 wins & 2 nominations.","2014-03-04 01:17:43.020000000",0
1295072,"tt1295072","The Trotsky",2009,NA,120,"Comedy","2010-05-05","Jacob Tierney","Jacob Tierney","Liane Balaban, Jay Baruchel, Taylor Baruchel, Dan Beirne",59,6.9,4022,"English, French, Russian, Hebrew, German","Canada","5 wins & 6 nominations.","2014-03-22 01:12:37.647000000",0
1296373,"tt1296373","The FP",2011,"R",82,"Comedy","2011-03-13","Brandon Trost, Jason Trost","Brandon Trost, Jason Trost (story), Jason Trost","Jason Trost, Lee Valmassy, Art Hsu, Caitlyn Folley",48,5.4,1146,"English","USA",NA,"2014-03-25 00:24:18.203000000",0
1296898,"tt1296898","Waiting for Forever",2010,"PG-13",95,"Drama, Romance","2011-02-04","James Keach","Steve Adams","Rachel Bilson, Tom Sturridge, Richard Jenkins, Blythe Danner",26,6.1,14039,"English","USA","1 win.","2014-03-30 01:04:13.683000000",0
1296899,"tt1296899","Wake Wood",2010,"R",90,"Drama, Horror, Thriller","2011-03-25","David Keating","Brendan McCarthy (story), Brendan McCarthy (screenplay), David Keating (screenplay)","Aidan Gillen, Eva Birthistle, Timothy Spall, Ella Connolly",NA,5.5,4979,"English","Ireland, UK","1 win & 4 nominations.","2014-03-25 00:28:05.533000000",0
1297919,"tt1297919","Blitz",2011,"R",97,"Action, Crime, Thriller","2011-05-20","Elliott Lester","Nathan Parker (screenplay), Ken Bruen (novel)","Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton",NA,6.2,50842,"English","UK, France, USA",NA,"2014-03-22 00:33:26.513000000",0
1298649,"tt1298649","The Watch",2012,"R",102,"Comedy, Sci-Fi","2012-07-27","Akiva Schaffer","Jared Stern, Seth Rogen, Evan Goldberg","Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade",36,5.7,79597,"English","USA","2 nominations.","2014-03-27 00:06:19.157000000",0
1298650,"tt1298650","Pirates of the Caribbean: On Stranger Tides",2011,"PG-13",136,"Action, Adventure, Fantasy","2011-05-20","Rob Marshall","Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Ted Elliott (characters), Terry Rossio (characters), Stuart Beattie (characters), Jay Wolpert (characters), Tim Powers (novel)","Johnny Depp, Penélope Cruz, Geoffrey Rush, Ian McShane",45,6.7,258392,"English, Spanish","USA","1 win & 23 nominations.","2014-03-22 00:01:45.653000000",0
1300563,"tt1300563","The Age of Stupid",2009,NA,92,"Documentary, History, War","2009-08-20","Franny Armstrong","Franny Armstrong","Pete Postlethwaite, Jeh Wadia, Alvin DuVernay, Layefa Malini",NA,7,3161,"English, French","UK","1 nomination.","2014-03-17 01:05:38.117000000",0
1300851,"tt1300851","The Boondock Saints II: All Saints Day",2009,"R",118,"Action, Comedy, Crime","2010-05-22","Troy Duffy","Troy Duffy (screenplay), Troy Duffy (story), Taylor Duffy (story)","Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.",24,6.4,43210,"English, Italian, Spanish","USA",NA,"2014-04-03 00:54:06.463000000",0
1300854,"tt1300854","Iron Man 3",2013,"PG-13",130,"Action, Adventure, Fantasy","2013-05-03","Shane Black","Drew Pearce (screenplay), Shane Black (screenplay), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce",62,7.4,350466,"English","USA, China","Nominated for 1 Oscar. Another 12 wins & 35 nominations.","2014-03-29 00:01:02.390000000",0
1301990,"tt1301990","Every Day",2010,"R",93,"Comedy, Drama, Romance","2010-04-24","Richard Levine","Richard Levine","Liev Schreiber, Helen Hunt, Carla Gugino, Ezra Miller",48,5.7,2271,"English","USA",NA,"2014-03-22 00:06:03.687000000",0
1302001,"tt1302001","Harvest",2010,"R",102,"Drama","2011-05-06","Marc Meyers","Marc Meyers (screenplay)","Robert Loggia, Jack Carpenter, Victoria Clark, Arye Gross",61,5.9,99,"English","USA","6 wins & 1 nomination.","2014-03-06 00:38:12.297000000",0
1302011,"tt1302011","Kung Fu Panda 2",2011,"PG",91,"Animation, Action, Adventure","2011-05-26","Jennifer Yuh","Jonathan Aibel, Glenn Berger","Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman",67,7.4,118131,"English","USA","Nominated for 1 Oscar. Another 3 wins & 26 nominations.","2014-03-19 00:44:22.357000000",0
1302067,"tt1302067","Yogi Bear",2010,"PG",80,"Animation, Adventure, Comedy","2010-12-17","Eric Brevig","J.R. Ventimilia, Joshua Sternin, Brad Copeland","Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh",35,4.5,13074,"English","USA, New Zealand","2 wins & 1 nomination.","2014-03-25 00:16:57.500000000",0
1303745,"tt1303745","It Came from Kuchar",2009,NA,86,"Documentary, Comedy","2009-03-14","Jennifer M. Kroot",NA,"George Kuchar, Mike Kuchar, Dan Carbone, John Carlson",67,7.1,181,"English","USA",NA,"2014-04-01 02:15:24.907000000",0
1303803,"tt1303803","Standing Ovation",2010,"PG",105,"Musical","2010-07-16","Stewart Raffill","Stewart Raffill","Devon Jordan, Ashley Cutrona, Erika Corvette, London Clark",22,3.4,422,"English","USA",NA,"2014-03-17 00:09:21.393000000",0
1303821,"tt1303821","Whiz Kids",2009,NA,82,"Documentary","2010-06-04","Tom Shepard",NA,NA,NA,NA,NA,NA,NA,NA,"2013-09-15 00:00:00",0
1303828,"tt1303828","Defendor",2009,"R",101,"Comedy, Crime, Drama","2010-05-13","Peter Stebbings","Peter Stebbings","Woody Harrelson, Elias Koteas, Michael Kelly, Sandra Oh",57,6.9,27489,"English, Russian","Canada, USA, UK","2 wins & 6 nominations.","2014-03-18 00:27:51.240000000",0
1305583,"tt1305583","Our Family Wedding",2010,"PG-13",103,"Comedy, Romance","2010-03-12","Rick Famuyiwa","Wayne Conley (story), Wayne Conley (screenplay), Malcolm Spellman (screenplay), Rick Famuyiwa (screenplay)","Forest Whitaker, America Ferrera, Carlos Mencia, Regina King",38,4.7,4757,"English","USA","3 nominations.","2014-03-29 01:57:04.670000000",0
1305587,"tt1305587","Ghetto Physics",2010,"R",94,"Drama","2010-10-08","William Arntz, E. Raymond Brown","William Arntz, E. Raymond Brown","Mike Foy, Sabrina Revelle, Nina Daniels, Janeline Hayes",42,5.7,62,"English","USA",NA,"2014-03-08 02:21:08.080000000",0
1305591,"tt1305591","Mars Needs Moms",2011,"PG",88,"Animation, Action, Adventure","2011-03-11","Simon Wells","Simon Wells (screenplay), Wendy Wells (screenplay), Berkeley Breathed (book)","Seth Green, Dan Fogler, Joan Cusack, Elisabeth Harnois",49,5.4,14083,"English","USA","2 nominations.","2014-03-22 01:11:46.613000000",0
1305592,"tt1305592","Robert Blecker Wants Me Dead",2008,NA,94,"Documentary","2009-02-27","Ted Schillinger",NA,NA,NA,7.4,17,NA,NA,NA,"2013-11-05 00:00:00",0
1305806,"tt1305806","The Secret in Their Eyes",2009,"R",129,"Drama, Mystery, Thriller","2009-08-13","Juan José Campanella","Eduardo Sacheri, Juan José Campanella, Eduardo Sacheri (novel)","Soledad Villamil, Ricardo Darín, Carla Quevedo, Pablo Rago",81,8.3,82508,"Spanish","Argentina, Spain","Won 1 Oscar. Another 48 wins & 34 nominations.","2014-04-01 01:47:07.423000000",1
1306972,"tt1306972","Enlighten Up!",2008,NA,82,"Documentary","2009-03-01","Kate Churchill","Kate Churchill, Jonathon Hexner","Norman Allen, Alan Finger, Sharon Gannon, B.K.S. Iyengar",NA,6.2,260,"English","USA",NA,"2014-03-18 00:02:50.150000000",0
1306980,"tt1306980","50/50",2011,"R",100,"Comedy, Drama","2011-09-30","Jonathan Levine","Will Reiser","Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",72,7.8,207865,"English","USA","Nominated for 2 Golden Globes. Another 9 wins & 9 nominations.","2014-03-27 01:00:08.327000000",0
1307068,"tt1307068","Seeking a Friend for the End of the World",2012,"R",101,"Drama, Romance, Sci-Fi","2012-06-22","Lorene Scafaria","Lorene Scafaria","Brad Morris, Steve Carell, Nancy Carell, Mark Moses",59,6.7,61405,"English","USA, Singapore, Malaysia, Indonesia","3 nominations.","2014-03-25 00:10:38.580000000",0
1307873,"tt1307873","The Big Bang",2010,"R",101,"Action, Mystery, Thriller","2011-02-03","Tony Krantz","Erik Jendresen","Antonio Banderas, Thomas Kretschmann, William Fichtner, Sienna Guillory",25,5.6,5351,"English","USA",NA,"2014-03-21 00:52:25.237000000",0
1308094,"tt1308094","Alexander the Last",2009,NA,72,"Drama, Romance","2009-03-14","Joe Swanberg","Joe Swanberg, David Lowery (additional material), Jess Weixler (additional material), Justin Rice (additional material), Barlow Jacobs (additional material), Amy Seimetz (additional material)","Jess Weixler, Justin Rice, Barlow Jacobs, Amy Seimetz",NA,4.9,464,"English","USA",NA,"2014-03-31 02:06:27.033000000",0
1308123,"tt1308123","In Search of Beethoven",2009,NA,139,"Documentary, Biography, Music","2009-07-10","Phil Grabsky",NA,"Emanuel Ax, Jonathan Biss, Riccardo Chailly, Alban Gerhardt",71,7.4,254,"English","UK",NA,"2014-03-27 00:36:02.200000000",0
1308165,"tt1308165","The Taqwacores",2010,NA,83,"Drama, Music","2010-10-22","Eyad Zahra","Michael Muhammad Knight (screenplay), Michael Muhammad Knight (story), Eyad Zahra (screenplay)","Bobby Naderi, Noureen DeWulf, Dominic Rains, Jim Dickson",42,5.9,409,"English","USA","1 win.","2014-03-26 00:07:09.040000000",0
1308729,"tt1308729","Bullet to the Head",2012,"R",92,"Action, Crime, Thriller","2013-02-01","Walter Hill","Alessandro Camon (screenplay), Alexis Nolent (based on the graphic novel ""Du plomb dans la tête"" by), Colin Wilson (based on the graphic novel ""Du plomb dans la tête"" illustrated by)","Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje",48,5.8,28954,"English","USA","1 nomination.","2014-03-27 01:28:21.837000000",0
1308756,"tt1308756","Don't Stop Believin': Everyman's Journey",2012,"R",105,"Documentary","2013-03-08","Ramona S. Diaz","Ramona S. Diaz","Jonathan Cain, Deen Castronovo, Katherine Heigl, Arnel Pineda",53,6.9,452,"English","USA","1 win & 1 nomination.","2014-03-13 00:17:46.877000000",0
1311060,"tt1311060","A.C.O.D.",2013,"R",88,"Comedy","2013-01-23","Stu Zicherman","Ben Karlin, Stu Zicherman","Adam Scott, Richard Jenkins, Catherine O'Hara, Amy Poehler",50,5.7,4617,"English","USA",NA,"2014-04-03 01:33:05.800000000",0
1311067,"tt1311067","Halloween II",2009,"R",105,"Horror","2009-08-28","Rob Zombie","Rob Zombie","Sheri Moon Zombie, Chase Wright Vanek, Scout Taylor-Compton, Brad Dourif",NA,4.9,27820,"English","USA","1 nomination.","2014-03-27 01:26:15.007000000",0
1311071,"tt1311071","Kill Your Darlings",2013,"R",104,"Biography, Drama, Romance","2013-09-19","John Krokidas","Austin Bunn (screenplay), Austin Bunn (story), John Krokidas (screenplay)","Daniel Radcliffe, Dane DeHaan, Michael C. Hall, Jack Huston",65,6.6,7486,"English","USA","3 wins & 6 nominations.","2014-04-04 15:24:33.913000000",0
1311075,"tt1311075","The Human Resources Manager",2010,NA,103,"Drama","2011-03-04","Eran Riklis","Abraham B. Jehoshua (novel), Noah Stollman (screenplay)","Mark Ivanir, Noah Silver, Reymond Amsalem, Gila Almagor",62,6.6,912,"Hebrew, English, Romanian, French","Israel, Germany, France, Romania","8 wins & 5 nominations.","2014-03-17 00:04:05.567000000",0
1311699,"tt1311699","Dead Man Running",2009,"R",92,"Action, Crime, Drama","2009-10-30","Alex De Rakoff","Alex De Rakoff, John Luton (story)","Esmé Bianco, 50 Cent, Monet Mazur, Danny Dyer",NA,6,2742,"English","UK",NA,"2014-03-25 00:04:16.093000000",0
1312254,"tt1312254","Skateland",2010,"PG-13",96,"Drama","2011-05-13","Anthony Burns","Anthony Burns, Brandon Freeman, Heath Freeman","Shiloh Fernandez, Ashley Greene, Heath Freeman, Brett Cullen",51,5.7,1744,"English","USA","1 nomination.","2014-03-29 01:10:02.397000000",0
1313092,"tt1313092","Animal Kingdom",2010,"R",113,"Crime, Drama, Thriller","2010-06-03","David Michôd","David Michôd","James Frecheville, Bryce Lindemann, Paul Smits, Jacki Weaver",83,7.3,35924,"English","Australia","Nominated for 1 Oscar. Another 36 wins & 36 nominations.","2014-04-01 02:18:26.673000000",0
1313104,"tt1313104","The Cove",2009,"PG-13",92,"Documentary, Crime","2009-08-20","Louie Psihoyos","Mark Monroe","Richard O'Barry, Louie Psihoyos, Hardy Jones, Michael Illiff",84,8.5,31789,"English, Japanese","USA","Won 1 Oscar. Another 26 wins & 8 nominations.","2014-03-20 01:16:03.633000000",1
1313113,"tt1313113","The Firm",2009,NA,90,"Drama","2009-09-18","Nick Love","Al Ashton (original screenplay), Nick Love (adaptation)","Paul Anderson, Calum MacNab, Daniel Mays, Doug Allen",NA,5.7,3002,NA,"UK",NA,"2014-03-14 00:43:26.880000000",0
1313139,"tt1313139","The Oranges",2011,"R",90,"Comedy, Drama, Romance","2012-10-05","Julian Farino","Ian Helfer (screenplay), Jay Reiss (screenplay)","Alia Shawkat, Hugh Laurie, Oliver Platt, Allison Janney",46,5.9,6649,"English","USA",NA,"2014-04-01 01:42:13.157000000",0
1314164,"tt1314164","Big Fan",2009,"R",88,"Comedy, Crime, Drama","2009-01-18","Robert D. Siegel","Robert D. Siegel","Patton Oswalt, Kevin Corrigan, Michael Rapaport, Marcia Jean Kurtz",70,6.7,7082,NA,NA,NA,"2013-12-17 00:00:00",0
1314190,"tt1314190","3 Backyards",2010,"R",88,"Drama",NA,"Eric Mendelsohn","Eric Mendelsohn","Elias Koteas, Kathryn Erbe, Edie Falco, Rachel Resheff",69,5.2,482,"English","USA","2 wins & 2 nominations.","2014-04-05 01:29:47.477000000",0
1314228,"tt1314228","Did You Hear About the Morgans?",2009,"PG-13",103,"Comedy, Drama, Romance","2009-12-18","Marc Lawrence","Marc Lawrence","Hugh Grant, Sarah Jessica Parker, Natalia Klimas, Vincenzo Amato",27,4.6,23952,"English, Ukrainian, Italian, Spanish","USA","1 nomination.","2014-03-13 00:09:25.390000000",0
1314237,"tt1314237","The French Kissers",2009,NA,90,"Comedy","2009-06-10","Riad Sattouf","Riad Sattouf, Marc Syrigas","Vincent Lacoste, Anthony Sonigo, Alice Trémolière, Julie Scheibling",NA,6.5,2160,"French","France","3 wins & 4 nominations.","2014-03-17 00:29:07.710000000",0
1314280,"tt1314280","Welcome",2009,NA,110,"Drama","2009-03-11","Philippe Lioret","Philippe Lioret (original scenario), Emmanuel Courcol (original scenario), Olivier Adam (original scenario), Serge Frydman (collaboration), Simone Chiossi (italian version)","Vincent Lindon, Firat Ayverdi, Audrey Dana, Derya Ayverdi",61,7.6,4833,"French, Kurdish, English, Turkish","France","12 wins & 12 nominations.","2014-03-17 00:29:39.960000000",0
1314652,"tt1314652","The Housemaid",2010,"Not Rated",106,"Drama, Thriller","2011-01-26","Sang-soo Im","Ki-young Kim (based on the film by), Sang-soo Im","Do-yeon Jeon, Jung-Jae Lee, Yeo-jeong Yoon, Woo Seo",68,6.5,5172,"Korean, English","South Korea","9 wins & 4 nominations.","2014-03-23 00:01:35.650000000",0
1315214,"tt1315214","Hannah Free",2009,"Not Rated",86,"Drama","2009-12-11","Wendy Jo Carlton","Claudia Allen","Sharon Gless, Maureen Gallagher, Kelli Strickland, Ann Hagemann",NA,6.4,266,"English","USA",NA,"2014-03-09 00:13:07.933000000",0
1315350,"tt1315350","Cherry",2010,"R",99,"Comedy, Drama","2011-06-24","Jeffrey Fine","Jeffrey Fine","Kyle Gallner, Laura Allen, Britt Robertson, Matt Walsh",NA,6.9,2751,"English","USA",NA,"2014-03-14 00:02:55.050000000",0
1315962,"tt1315962","Leaving",2009,"Unrated",85,"Drama, Romance","2009-08-12","Catherine Corsini","Catherine Corsini (scenario), Gaëlle Macé (collaborator), Antoine Jaccoud (scenario consultant), Emmanuelle Bernheim (scenario consultant)","Kristin Scott Thomas, Sergi López, Yvan Attal, Bernard Blancan",56,6.3,2812,"French, Catalan, English","France","1 win & 1 nomination.","2014-04-02 00:03:22.010000000",0
1315981,"tt1315981","A Single Man",2009,"R",99,"Drama","2009-12-17","Tom Ford","Christopher Isherwood (novel), Tom Ford (written for the screen by), David Scearce (written for the screen by)","Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode",77,7.6,66067,"English, Spanish","USA","Nominated for 1 Oscar. Another 22 wins & 28 nominations.","2014-03-25 01:14:28.377000000",0
1316037,"tt1316037","Birdemic: Shock and Terror",2010,"Not Rated",90,"Horror, Romance, Thriller","2010-02-27","James Nguyen","James Nguyen (screenplay), James Nguyen (story)","Alan Bagh, Whitney Moore, Tippi Hedren, Janae Caster",NA,1.9,7117,"English","USA",NA,"2014-04-05 01:30:02.540000000",0
